gameID,teamID,season,date,location,goals,xGoals,shots,shotsOnTarget,deep,ppda,fouls,corners,yellowCards,redCards,result
7759,97,2017,2018-03-03 14:00:00,a,0,1.41355,6,0,4,11.4091,15,4,3.0,1,L
7760,101,2017,2018-04-03 17:30:00,h,2,1.00038,8,2,1,10.9091,22,4,2.0,0,W
7760,116,2017,2018-04-03 17:30:00,a,1,1.16045,9,4,5,9.4167,17,3,4.0,0,L
7761,113,2017,2018-04-04 17:30:00,h,4,2.21903,9,5,4,7.8333,14,3,1.0,0,W
7761,115,2017,2018-04-04 17:30:00,a,1,1.75277,12,2,1,15.5833,13,3,1.0,0,L
7762,99,2017,2018-04-03 17:30:00,h,0,0.67339,13,4,1,10.0455,11,5,2.0,0,L
7762,110,2017,2018-04-03 17:30:00,a,2,2.61683,15,4,7,8.3333,15,6,4.0,0,W
7763,222,2017,2018-04-04 16:00:00,h,3,2.85956,22,15,9,5.7917,13,9,2.0,0,W
7763,94,2017,2018-04-04 16:00:00,a,0,0.331417,3,0,3,11.7037,25,2,2.0,0,L
7764,111,2017,2018-04-04 17:30:00,h,0,0.685911,13,3,5,22.2667,10,7,1.0,0,D
7764,106,2017,2018-04-04 17:30:00,a,0,1.90098,14,2,14,10.3846,13,4,4.0,0,D
7765,96,2017,2018-03-03 17:00:00,h,0,0.184789,4,2,3,11.9722,16,4,3.0,0,L
7765,98,2017,2018-03-03 17:00:00,a,1,1.026,6,1,3,7.88,11,4,2.0,0,W
7766,105,2017,2018-03-03 19:45:00,h,2,2.29285,26,13,9,8.8846,7,10,1.0,0,L
7766,95,2017,2018-03-03 19:45:00,a,4,1.74172,11,5,2,27.125,8,2,2.0,0,W
7767,107,2017,2018-04-03 17:30:00,h,1,1.27115,16,1,6,6.3704,13,10,2.0,0,L
7767,102,2017,2018-04-03 17:30:00,a,2,1.30892,10,3,5,9.8621,11,7,3.0,0,W
7768,109,2017,2018-04-04 17:30:00,h,1,0.322371,6,2,3,6.6667,22,2,4.0,0,D
7768,104,2017,2018-04-04 17:30:00,a,1,0.678786,12,4,4,20.0625,7,1,2.0,2,D
7769,97,2017,2018-03-11 14:00:00,h,0,0.455596,9,1,0,12.3043,11,5,3.0,0,L
7769,107,2017,2018-03-11 14:00:00,a,1,1.0535,20,5,16,6.1379,12,10,0.0,0,W
7770,110,2017,2018-03-11 11:30:00,h,1,1.72033,14,4,8,10.6774,11,8,2.0,0,W
7770,222,2017,2018-03-11 11:30:00,a,0,1.20938,11,3,5,12.3333,8,9,3.0,0,L
7771,94,2017,2018-03-10 19:45:00,h,1,0.178457,7,2,0,13.7222,11,3,4.0,0,W
7771,109,2017,2018-03-10 19:45:00,a,0,0.882338,10,2,6,4.3793,16,4,6.0,0,L
7772,116,2017,2018-03-11 14:00:00,h,2,1.5722,5,4,0,12.7308,13,1,2.0,0,D
7772,96,2017,2018-03-11 14:00:00,a,2,0.785043,12,4,7,6.2963,10,4,4.0,0,D
7773,101,2017,2018-03-11 17:00:00,h,0,0.93351,9,2,5,27.9286,5,3,1.0,0,L
7773,111,2017,2018-03-11 17:00:00,a,1,0.727087,14,7,6,10.5,9,3,0.0,0,W
7774,106,2017,2018-03-11 19:45:00,h,0,0.163045,3,1,4,26.0952,9,2,1.0,0,D
7774,105,2017,2018-03-11 19:45:00,a,0,0.769509,11,2,7,11.6923,10,3,3.0,0,D
7775,115,2017,2018-03-11 14:00:00,h,4,2.72118,14,8,4,15.0588,16,3,1.0,0,W
7775,102,2017,2018-03-11 14:00:00,a,1,0.841065,11,2,9,6.4545,20,10,2.0,0,L
7776,104,2017,2018-03-11 14:00:00,h,1,2.14168,14,4,9,8.7333,13,9,3.0,0,D
7776,221,2017,2018-03-11 14:00:00,a,1,0.482303,6,2,3,7.1,14,3,3.0,0,D
7777,95,2017,2018-03-09 19:45:00,h,3,1.40112,15,5,12,10.6,8,13,1.0,0,W
7777,113,2017,2018-03-09 19:45:00,a,0,0.914714,10,3,2,10.2593,21,6,2.0,0,L
7778,98,2017,2018-03-11 14:00:00,h,2,2.08894,11,4,13,16.45,7,5,1.0,0,W
7778,99,2017,2018-03-11 14:00:00,a,0,0.204469,5,1,4,23.3158,9,3,2.0,0,L
7779,94,2017,2018-03-18 14:00:00,h,0,0.300035,6,0,2,18.4211,11,4,3.0,0,L
7779,107,2017,2018-03-18 14:00:00,a,5,3.38236,24,11,12,9.1739,13,4,2.0,0,W
7780,96,2017,2018-03-18 19:45:00,h,1,1.01292,21,4,10,6.6216,7,5,2.0,0,D
7780,97,2017,2018-03-18 19:45:00,a,1,0.892032,10,3,3,25.9,9,3,2.0,0,D
7781,222,2017,2018-03-18 14:00:00,h,1,1.7768,15,4,4,10.0,11,5,2.0,0,L
7781,116,2017,2018-03-18 14:00:00,a,2,1.76932,12,3,10,10.7931,7,9,2.0,0,W
7782,111,2017,2018-03-18 14:00:00,h,3,3.36508,18,6,4,6.9048,13,10,3.0,0,W
7782,109,2017,2018-03-18 14:00:00,a,2,0.899718,6,2,4,21.1579,18,1,5.0,0,L
7783,113,2017,2018-03-18 14:00:00,h,1,0.535704,10,3,1,12.52,14,2,3.0,0,L
7783,110,2017,2018-03-18 14:00:00,a,2,2.19267,13,5,13,9.56,16,3,3.0,0,W
7784,105,2017,2018-03-18 19:45:00,h,1,1.62326,16,4,9,9.7273,7,8,1.0,0,W
7784,101,2017,2018-03-18 19:45:00,a,0,1.01145,12,3,3,22.5,11,3,2.0,0,L
7785,102,2017,2018-03-18 11:30:00,h,0,0.477502,10,2,0,16.1538,6,7,2.0,0,L
7785,106,2017,2018-03-18 11:30:00,a,5,3.66236,15,8,12,11.75,9,9,1.0,0,W
7786,221,2017,2018-03-17 19:45:00,h,0,0.0622804,3,0,2,16.6364,15,3,5.0,0,D
7786,98,2017,2018-03-17 19:45:00,a,0,0.899948,12,3,9,8.2692,16,7,2.0,0,D
7787,115,2017,2018-03-18 14:00:00,h,0,0.475455,8,3,3,7.4444,10,4,0.0,0,L
7787,95,2017,2018-03-18 14:00:00,a,2,2.47541,20,8,6,5.1714,11,5,0.0,0,W
7788,99,2017,2018-03-17 17:00:00,h,1,0.271929,11,3,4,7.6667,14,4,1.0,0,L
7788,104,2017,2018-03-17 17:00:00,a,2,0.887617,12,3,4,12.0,15,7,2.0,0,W
7789,96,2017,2018-03-31 14:00:00,h,6,3.7189,27,14,13,5.2414,14,8,0.0,0,W
7789,222,2017,2018-03-31 14:00:00,a,2,0.256318,6,3,3,23.9,11,2,4.0,1,L
7790,110,2017,2018-03-31 14:00:00,h,2,1.58652,15,6,10,6.7576,21,6,4.0,0,W
7790,115,2017,2018-03-31 14:00:00,a,0,0.228265,6,2,3,12.3571,10,3,5.0,1,L
7791,106,2017,2018-03-31 14:00:00,h,3,3.15808,24,5,19,7.5217,7,5,1.0,0,W
7791,94,2017,2018-03-31 14:00:00,a,0,0.353122,8,1,5,23.2857,11,3,3.0,1,L
7792,98,2017,2018-03-31 19:45:00,h,3,0.636791,7,4,2,13.8571,9,2,1.0,0,W
7792,111,2017,2018-03-31 19:45:00,a,1,1.08781,10,5,6,12.6552,17,3,3.0,0,L
7793,104,2017,2018-03-31 14:00:00,h,1,1.83761,10,4,3,17.8095,16,4,5.0,0,D
7793,105,2017,2018-03-31 14:00:00,a,1,2.10575,12,4,8,5.0,10,5,2.0,0,D
7794,97,2017,2018-03-31 11:30:00,h,1,0.295563,6,1,4,12.9167,14,3,3.0,0,D
7794,95,2017,2018-03-31 11:30:00,a,1,2.46445,17,5,15,8.75,7,11,1.0,0,D
7795,109,2017,2018-03-31 14:00:00,h,2,0.278412,7,4,6,16.15,15,2,3.0,0,W
7795,102,2017,2018-03-31 14:00:00,a,1,2.07501,15,7,8,11.6471,11,6,2.0,0,L
7796,101,2017,2018-03-31 14:00:00,h,1,2.69081,15,2,8,6.4054,26,7,4.0,0,D
7796,221,2017,2018-03-31 14:00:00,a,1,0.270034,7,4,1,10.8333,13,2,2.0,1,D
7797,116,2017,2018-03-31 17:00:00,h,0,1.26755,9,2,4,9.4783,10,5,0.0,0,L
7797,113,2017,2018-03-31 17:00:00,a,4,2.72771,13,6,10,6.2609,16,7,1.0,0,W
7798,107,2017,2018-03-31 14:00:00,h,2,2.66334,23,7,15,8.1364,9,10,1.0,0,W
7798,99,2017,2018-03-31 14:00:00,a,0,0.403796,9,2,1,18.05,10,6,2.0,0,L
7799,221,2017,2018-04-07 16:00:00,h,1,0.592739,8,4,2,10.1818,10,3,3.0,0,D
7799,107,2017,2018-04-07 16:00:00,a,1,1.44923,18,6,10,4.2821,24,3,2.0,0,D
7800,115,2017,2018-04-08 13:00:00,h,1,0.528795,6,5,1,12.4286,16,1,2.0,0,W
7800,97,2017,2018-04-08 13:00:00,a,0,0.674667,11,1,8,6.6,20,5,4.0,0,L
7801,94,2017,2018-04-08 13:00:00,h,1,1.00114,11,4,1,6.963,18,2,4.0,0,W
7801,116,2017,2018-04-08 13:00:00,a,0,0.526273,10,3,8,7.7273,13,9,1.0,0,L
7802,105,2017,2018-04-08 13:00:00,h,2,3.83361,33,12,25,5.9048,7,14,2.0,0,W
7802,109,2017,2018-04-08 13:00:00,a,1,0.210644,4,2,2,32.0,12,0,3.0,0,L
7803,95,2017,2018-04-07 16:00:00,h,0,1.72233,25,8,12,4.4,8,9,4.0,0,L
7803,110,2017,2018-04-07 16:00:00,a,2,0.631754,3,2,1,20.2308,9,1,2.0,0,W
7804,102,2017,2018-04-07 18:45:00,h,0,0.772801,18,4,7,8.75,10,5,1.0,0,D
7804,101,2017,2018-04-07 18:45:00,a,0,0.251177,7,2,4,17.2273,13,1,2.0,0,D
7805,113,2017,2018-04-08 10:30:00,h,1,1.49351,10,3,4,18.4118,5,1,2.0,0,W
7805,106,2017,2018-04-08 10:30:00,a,0,0.8992,15,8,9,6.4194,16,16,3.0,0,L
7806,222,2017,2018-04-07 13:00:00,h,2,1.87275,16,6,1,25.5,10,9,0.0,0,L
7806,98,2017,2018-04-07 13:00:00,a,4,2.4609,15,5,3,9.6,10,2,1.0,0,W
7807,99,2017,2018-04-08 16:00:00,h,1,0.775993,10,3,5,16.4545,9,5,0.0,0,L
7807,96,2017,2018-04-08 16:00:00,a,2,1.19356,14,4,7,12.375,7,5,2.0,0,W
7808,111,2017,2018-04-08 18:45:00,h,1,1.99213,22,8,9,3.24,15,12,3.0,0,D
7808,104,2017,2018-04-08 18:45:00,a,1,0.290679,8,3,1,21.1176,10,3,2.0,0,D
7809,104,2017,2018-04-15 13:00:00,h,2,1.34736,15,3,8,11.7879,12,7,3.0,0,D
7809,222,2017,2018-04-15 13:00:00,a,2,1.46303,10,2,4,5.3,23,1,2.0,0,D
7810,101,2017,2018-04-14 16:00:00,h,1,1.81263,18,5,11,8.2903,21,5,2.0,0,W
7810,115,2017,2018-04-14 16:00:00,a,0,0.586095,10,1,3,6.4516,15,4,3.0,0,L
7811,97,2017,2018-04-15 13:00:00,h,2,1.02998,14,6,6,5.6774,17,3,3.0,0,W
7811,94,2017,2018-04-15 13:00:00,a,0,0.570592,8,1,5,5.5625,15,4,2.0,0,L
7812,107,2017,2018-04-14 18:45:00,h,0,1.2701,16,4,8,10.9333,14,8,4.0,0,D
7812,106,2017,2018-04-14 18:45:00,a,0,1.05699,11,2,4,16.9286,5,4,2.0,0,D
7813,111,2017,2018-04-15 13:00:00,h,0,0.614641,13,2,4,32.7692,10,11,2.0,0,D
7813,105,2017,2018-04-15 13:00:00,a,0,1.36434,15,4,6,18.35,6,8,2.0,0,D
7814,96,2017,2018-04-15 18:45:00,h,0,0.630028,7,1,6,8.6923,14,7,4.0,1,D
7814,95,2017,2018-04-15 18:45:00,a,0,0.698758,10,1,6,7.45,13,2,2.0,0,D
7815,98,2017,2018-04-15 16:00:00,h,3,2.34747,16,5,5,19.8333,8,6,2.0,0,W
7815,102,2017,2018-04-15 16:00:00,a,0,0.809319,8,3,3,20.2,6,8,0.0,0,L
7816,110,2017,2018-04-15 10:30:00,h,0,2.31936,24,6,10,5.3667,14,8,2.0,0,D
7816,221,2017,2018-04-15 10:30:00,a,0,0.473916,4,1,4,30.2,8,4,2.0,0,D
7817,109,2017,2018-04-14 16:00:00,h,0,0.55779,6,0,1,15.087,15,4,2.0,1,D
7817,113,2017,2018-04-14 16:00:00,a,0,0.720502,12,3,5,13.0667,11,4,0.0,0,D
7818,116,2017,2018-04-14 13:00:00,h,2,1.09001,12,3,6,7.2,11,7,2.0,0,W
7818,99,2017,2018-04-14 13:00:00,a,1,1.19657,7,1,4,16.5385,12,3,3.0,0,L
7819,222,2017,2018-04-18 16:00:00,h,0,0.744028,12,4,2,9.1,13,6,2.0,0,L
7819,107,2017,2018-04-18 16:00:00,a,3,3.74372,12,8,10,7.1538,21,1,2.0,0,W
7820,102,2017,2018-04-18 18:45:00,h,1,1.34472,16,2,18,10.15,11,6,1.0,0,W
7820,97,2017,2018-04-18 18:45:00,a,0,0.323038,10,2,6,13.3158,12,6,3.0,0,L
7821,106,2017,2018-04-17 18:45:00,h,4,2.35054,20,9,10,9.8,7,10,1.0,0,W
7821,116,2017,2018-04-17 18:45:00,a,0,0.0,0,0,0,30.3333,10,2,1.0,0,L
7822,221,2017,2018-04-18 18:45:00,h,0,0.32401,9,1,1,8.375,12,6,1.0,0,D
7822,109,2017,2018-04-18 18:45:00,a,0,0.59648,6,0,10,9.7692,24,2,2.0,0,D
7823,95,2017,2018-04-18 18:45:00,h,2,1.8202,15,6,10,8.7083,10,7,0.0,0,W
7823,101,2017,2018-04-18 18:45:00,a,1,0.814579,5,1,2,18.1176,10,3,1.0,0,L
7824,115,2017,2018-04-18 18:45:00,h,1,0.514302,9,3,4,19.6,9,2,1.0,0,D
7824,98,2017,2018-04-18 18:45:00,a,1,0.653818,13,4,9,5.6364,12,7,2.0,0,D
7825,110,2017,2018-04-18 18:45:00,h,3,1.32723,13,6,5,11.1905,17,0,3.0,1,L
7825,96,2017,2018-04-18 18:45:00,a,4,1.60459,17,8,9,5.0882,14,8,2.0,1,W
7826,113,2017,2018-04-18 18:45:00,h,1,1.4414,12,5,6,12.1667,21,6,4.0,1,D
7826,111,2017,2018-04-18 18:45:00,a,1,0.504024,9,5,5,14.6111,13,6,3.0,0,D
7827,94,2017,2018-04-18 18:45:00,h,0,0.394404,9,2,6,6.0345,19,6,3.0,0,L
7827,104,2017,2018-04-18 18:45:00,a,1,1.91147,15,5,4,10.1538,14,5,4.0,0,W
7828,105,2017,2018-04-18 18:45:00,h,4,1.43755,18,9,8,8.625,7,8,1.0,0,W
7828,99,2017,2018-04-18 18:45:00,a,2,2.28648,19,5,1,19.0476,12,7,2.0,0,L
7829,111,2017,2018-04-21 18:45:00,h,0,1.07233,21,6,9,6.2286,13,4,2.0,0,L
7829,222,2017,2018-04-21 18:45:00,a,1,0.449416,5,1,1,38.0,7,1,4.0,1,W
7830,116,2017,2018-04-22 10:30:00,h,0,1.15356,13,2,7,10.0,15,7,3.0,0,D
7830,97,2017,2018-04-22 10:30:00,a,0,0.537224,5,2,5,11.1111,13,1,5.0,0,D
7831,99,2017,2018-04-22 13:00:00,h,1,0.693507,15,6,8,6.2258,21,6,2.0,0,L
7831,115,2017,2018-04-22 13:00:00,a,2,0.504925,11,2,3,8.5,7,5,0.0,0,W
7832,104,2017,2018-04-21 16:00:00,h,1,0.722432,10,6,1,7.4,22,4,6.0,0,W
7832,110,2017,2018-04-21 16:00:00,a,0,0.293073,6,1,6,6.8,20,2,4.0,1,L
7833,101,2017,2018-04-23 18:45:00,h,3,1.5438,18,8,11,17.5882,13,8,2.0,0,W
7833,94,2017,2018-04-23 18:45:00,a,1,1.55144,13,3,6,13.3333,10,2,3.0,0,L
7834,109,2017,2018-04-22 13:00:00,h,1,1.37033,13,6,4,12.6563,11,4,1.0,0,L
7834,106,2017,2018-04-22 13:00:00,a,2,1.76802,11,5,12,12.625,9,10,1.0,0,W
7835,98,2017,2018-04-22 18:45:00,h,0,0.208482,4,0,2,21.5,10,3,3.0,0,L
7835,105,2017,2018-04-22 18:45:00,a,1,0.996321,12,4,2,8.6471,17,3,1.0,0,W
7836,221,2017,2018-04-21 13:00:00,h,0,0.230789,6,3,3,20.6875,10,2,4.0,0,L
7836,95,2017,2018-04-21 13:00:00,a,3,1.40551,14,7,13,7.2727,11,3,1.0,0,W
7837,96,2017,2018-04-22 13:00:00,h,4,2.64031,16,10,7,10.4138,11,8,1.0,0,W
7837,102,2017,2018-04-22 13:00:00,a,0,0.281901,6,2,3,11.6842,8,4,2.0,0,L
7838,107,2017,2018-04-22 13:00:00,h,2,2.30835,22,8,8,5.8182,19,11,2.0,0,W
7838,113,2017,2018-04-22 13:00:00,a,1,0.588998,10,1,5,8.0455,18,4,2.0,0,L
7839,102,2017,2018-04-29 13:00:00,h,4,3.15024,15,6,9,16.8571,8,6,1.0,0,W
7839,116,2017,2018-04-29 13:00:00,a,1,1.08402,6,2,9,17.25,15,2,7.0,1,L
7840,95,2017,2018-04-28 16:00:00,h,4,1.67454,15,7,4,16.2143,12,3,2.0,1,W
7840,109,2017,2018-04-28 16:00:00,a,1,1.43295,12,6,7,17.2778,10,7,2.0,0,L
7841,107,2017,2018-04-29 13:00:00,h,3,1.56033,13,6,6,11.3448,13,1,3.0,0,W
7841,101,2017,2018-04-29 13:00:00,a,1,1.1476,12,3,5,19.3125,6,7,1.0,0,L
7842,106,2017,2018-04-28 18:45:00,h,2,0.627335,10,5,4,26.0,7,2,2.0,1,L
7842,98,2017,2018-04-28 18:45:00,a,3,1.35876,13,4,10,10.12,15,8,5.0,0,W
7843,113,2017,2018-04-29 18:45:00,h,0,0.334166,8,2,6,10.8421,13,3,2.0,0,L
7843,96,2017,2018-04-29 18:45:00,a,1,2.82005,16,6,15,12.4783,14,6,3.0,0,W
7844,97,2017,2018-04-29 13:00:00,h,1,0.414219,12,7,3,19.3158,14,7,1.0,0,L
7844,111,2017,2018-04-29 13:00:00,a,2,1.38646,9,4,5,15.1176,12,1,1.0,0,W
7845,110,2017,2018-04-29 16:00:00,h,3,2.52311,28,10,7,7.5946,17,2,3.0,0,W
7845,105,2017,2018-04-29 16:00:00,a,0,0.0969483,4,1,1,19.8824,10,3,5.0,1,L
7846,222,2017,2018-04-29 13:00:00,h,3,1.67032,12,6,4,13.6667,11,4,4.0,1,D
7846,99,2017,2018-04-29 13:00:00,a,3,2.76558,14,6,7,5.8571,19,4,3.0,0,D
7847,94,2017,2018-04-29 13:00:00,h,1,1.04768,11,5,5,8.72,16,1,2.0,0,L
7847,221,2017,2018-04-29 13:00:00,a,3,1.27137,17,6,12,4.7838,14,8,3.0,0,W
7848,115,2017,2018-04-29 10:30:00,h,4,2.39348,11,7,6,16.3158,15,4,3.0,0,W
7848,104,2017,2018-04-29 10:30:00,a,1,1.32315,14,6,3,8.6,8,6,1.0,0,L
7849,96,2017,2018-05-06 14:00:00,h,1,1.52503,13,2,6,11.5862,7,6,3.0,0,D
7849,107,2017,2018-05-06 14:00:00,a,1,2.95623,20,6,13,8.75,8,9,2.0,0,D
7850,221,2017,2018-05-06 14:00:00,h,2,1.83046,6,4,2,18.5263,16,1,2.0,0,W
7850,222,2017,2018-05-06 14:00:00,a,0,0.345937,12,3,4,4.1538,22,4,2.0,0,L
7851,98,2017,2018-05-05 19:45:00,h,3,2.03946,15,6,4,7.2857,12,5,2.0,0,W
7851,97,2017,2018-05-05 19:45:00,a,1,1.21966,6,3,1,17.0385,13,2,3.0,0,L
7852,109,2017,2018-05-06 14:00:00,h,2,0.831918,11,3,8,11.7826,15,8,5.0,0,W
7852,115,2017,2018-05-06 14:00:00,a,1,1.06513,13,3,3,5.037,14,4,1.0,0,L
7853,101,2017,2018-05-06 14:00:00,h,2,2.27395,7,3,7,16.8667,8,3,2.0,2,L
7853,110,2017,2018-05-06 14:00:00,a,3,1.73002,19,10,7,6.0,16,7,6.0,0,W
7854,111,2017,2018-05-05 17:00:00,h,4,1.18751,17,10,12,16.1875,9,5,1.0,0,W
7854,94,2017,2018-05-05 17:00:00,a,1,0.258033,8,2,2,25.5,10,4,0.0,0,L
7855,99,2017,2018-05-06 11:30:00,h,0,0.926641,9,2,1,16.7368,13,5,1.0,1,L
7855,106,2017,2018-05-06 11:30:00,a,4,1.73111,24,11,9,8.619,7,9,0.0,0,W
7856,116,2017,2018-05-06 19:45:00,h,0,1.01318,12,3,6,7.9259,20,9,4.0,0,L
7856,95,2017,2018-05-06 19:45:00,a,1,0.857005,9,1,5,8.2105,9,3,1.0,0,W
7857,104,2017,2018-05-06 17:00:00,h,1,0.729512,17,7,6,12.2667,7,9,1.0,0,W
7857,102,2017,2018-05-06 17:00:00,a,0,0.0270339,2,0,1,4.9615,21,6,1.0,0,L
7858,105,2017,2018-05-06 14:00:00,h,2,1.88615,19,5,6,9.4231,10,4,1.0,0,D
7858,113,2017,2018-05-06 14:00:00,a,2,0.313306,5,2,1,19.25,20,2,4.0,0,D
7859,110,2017,2018-05-13 14:00:00,h,0,0.465256,14,0,5,2.9259,15,11,3.0,1,L
7859,116,2017,2018-05-13 14:00:00,a,1,2.13128,14,2,4,8.2414,17,5,4.0,0,W
7860,97,2017,2018-05-13 14:00:00,h,1,1.70476,7,3,15,7.2174,13,2,1.0,0,L
7860,109,2017,2018-05-13 14:00:00,a,2,2.14622,13,7,7,13.2778,14,7,4.0,0,W
7861,222,2017,2018-05-12 17:00:00,h,1,1.85241,14,3,7,6.25,17,6,1.0,0,W
7861,101,2017,2018-05-12 17:00:00,a,0,1.07966,13,5,4,13.0769,7,3,1.0,0,L
7862,95,2017,2018-05-13 19:45:00,h,0,0.393701,9,2,5,12.8387,10,4,2.0,1,D
7862,98,2017,2018-05-13 19:45:00,a,0,0.200458,7,0,2,19.0667,13,3,2.0,0,D
7863,115,2017,2018-05-13 14:00:00,h,2,0.911544,6,3,6,9.0323,12,2,1.0,0,D
7863,96,2017,2018-05-13 14:00:00,a,2,2.57237,18,7,7,6.0455,15,9,3.0,0,D
7864,107,2017,2018-05-13 17:00:00,h,1,2.08868,24,5,12,7.6364,21,3,6.0,1,D
7864,111,2017,2018-05-13 17:00:00,a,1,0.161478,5,2,1,11.5294,10,8,6.0,1,D
7865,102,2017,2018-05-13 19:45:00,h,0,0.426726,11,2,6,16.4815,13,3,2.0,0,L
7865,105,2017,2018-05-13 19:45:00,a,2,0.956053,17,9,4,9.3214,6,12,2.0,0,W
7866,106,2017,2018-05-12 19:45:00,h,1,1.89115,16,8,13,5.2917,9,16,1.0,0,L
7866,104,2017,2018-05-12 19:45:00,a,2,1.19663,13,5,2,27.0,5,2,2.0,0,W
7867,113,2017,2018-05-13 14:00:00,h,2,1.86446,18,10,13,5.2083,16,4,2.0,0,W
7867,221,2017,2018-05-13 14:00:00,a,1,0.633372,10,4,0,17.0,14,6,5.0,0,L
7868,94,2017,2018-05-13 14:00:00,h,0,0.799674,10,1,5,6.8636,15,3,2.0,0,L
7868,99,2017,2018-05-13 14:00:00,a,1,2.37498,13,5,3,9.9565,17,5,2.0,0,W
7869,116,2017,2018-05-20 14:00:00,h,1,0.734198,6,4,7,19.0625,17,5,3.0,0,W
7869,107,2017,2018-05-20 14:00:00,a,0,1.25694,12,4,6,10.0,14,11,1.0,0,L
7870,109,2017,2018-05-20 14:00:00,h,1,0.744593,8,5,1,14.6452,13,2,1.0,0,W
7870,222,2017,2018-05-20 14:00:00,a,0,0.663029,12,1,4,4.8,9,4,0.0,0,L
7871,99,2017,2018-05-20 14:00:00,h,1,1.52496,20,5,6,23.8462,9,10,0.0,0,W
7871,97,2017,2018-05-20 14:00:00,a,0,0.391913,8,5,10,9.3636,11,2,2.0,0,L
7872,105,2017,2018-05-20 14:00:00,h,2,1.72715,19,9,11,9.6667,3,6,0.0,0,W
7872,115,2017,2018-05-20 14:00:00,a,1,0.229369,9,4,0,28.4118,9,9,0.0,0,L
7873,111,2017,2018-05-20 14:00:00,h,5,1.81706,17,10,13,14.381,10,6,2.0,0,W
7873,110,2017,2018-05-20 14:00:00,a,1,0.670035,10,3,2,16.8,5,1,1.0,1,L
7874,98,2017,2018-05-19 00:00:00,h,2,2.70384,26,13,10,6.7917,13,11,0.0,0,W
7874,94,2017,2018-05-19 00:00:00,a,1,0.338847,9,3,1,12.1786,11,5,2.0,0,L
7875,96,2017,2018-05-20 14:00:00,h,2,1.47009,14,4,7,20.9375,12,10,5.0,2,L
7875,106,2017,2018-05-20 14:00:00,a,3,2.13248,15,6,7,5.6897,13,4,4.0,0,W
7876,104,2017,2018-05-20 14:00:00,h,0,0.979805,16,3,3,11.5,14,5,1.0,0,L
7876,95,2017,2018-05-20 14:00:00,a,1,1.16293,15,6,5,6.625,8,9,1.0,0,W
7877,221,2017,2018-05-20 14:00:00,h,3,2.05896,17,7,6,15.7778,10,5,1.0,0,W
7877,102,2017,2018-05-20 14:00:00,a,1,0.75338,9,3,9,26.875,11,3,4.0,0,L
7878,101,2017,2018-05-20 14:00:00,h,1,1.10457,12,2,10,11.6316,10,7,1.0,0,L
7878,113,2017,2018-05-20 14:00:00,a,2,1.25181,4,2,7,11.2857,11,3,3.0,0,W
7879,159,2017,2017-08-18 19:15:00,h,1,1.32428,14,3,7,6.2069,14,4,0.0,0,W
7879,158,2017,2017-08-18 19:15:00,a,0,0.993213,9,5,4,8.0,18,2,1.0,0,L
7880,146,2017,2017-08-18 21:15:00,h,1,1.60532,22,6,9,9.9032,25,5,3.0,0,W
7880,144,2017,2017-08-18 21:15:00,a,0,0.219158,5,4,4,12.2632,13,2,3.0,1,L
7881,152,2017,2017-08-19 17:15:00,h,2,1.82363,16,5,10,10.9545,12,5,3.0,0,L
7881,140,2017,2017-08-19 17:15:00,a,3,1.97071,13,6,3,14.8889,11,4,1.0,0,W
7882,223,2017,2017-08-19 19:15:00,h,2,2.57496,13,6,7,9.36,15,6,2.0,0,D
7882,143,2017,2017-08-19 19:15:00,a,2,0.847485,9,3,5,16.375,15,0,4.0,1,D
7883,138,2017,2017-08-19 21:15:00,h,1,2.52013,9,4,10,6.6667,14,7,2.0,1,D
7883,141,2017,2017-08-19 21:15:00,a,1,1.09286,9,6,1,15.5,12,3,4.0,0,D
7884,147,2017,2017-08-20 17:15:00,h,0,1.10938,13,2,3,4.5333,16,7,1.0,0,D
7884,142,2017,2017-08-20 17:15:00,a,0,0.335335,8,2,1,9.1176,15,6,3.0,1,D
7885,148,2017,2017-08-20 19:15:00,h,2,1.30926,15,2,9,8.25,16,8,2.0,0,W
7885,153,2017,2017-08-20 19:15:00,a,0,0.150503,3,0,3,17.8947,15,0,1.0,0,L
7886,139,2017,2017-08-20 21:15:00,h,0,1.48262,12,6,5,13.0,16,4,5.0,0,L
7886,150,2017,2017-08-20 21:15:00,a,3,2.38821,16,8,19,6.5417,12,4,1.0,1,W
7887,151,2017,2017-08-21 19:15:00,h,1,1.27973,14,3,8,12.25,18,11,1.0,0,W
7887,154,2017,2017-08-21 19:15:00,a,0,0.454109,8,1,0,7.7368,14,6,3.0,0,L
7888,137,2017,2017-08-21 21:00:00,h,0,0.913442,10,4,4,9.3529,16,3,2.0,0,L
7888,156,2017,2017-08-21 21:00:00,a,1,1.4766,13,6,8,10.0385,15,7,3.0,0,W
7889,140,2017,2017-08-25 19:15:00,h,3,2.80119,15,9,11,9.3158,12,10,2.0,0,W
7889,154,2017,2017-08-25 19:15:00,a,0,0.121682,6,1,0,9.4074,22,4,2.0,0,L
7890,153,2017,2017-08-25 21:00:00,h,2,1.5432,10,3,3,10.1154,13,4,2.0,0,W
7890,152,2017,2017-08-25 21:00:00,a,1,0.261415,9,1,4,13.3125,9,6,2.0,0,L
7891,158,2017,2017-08-26 17:15:00,h,0,0.635924,11,2,3,17.7222,12,1,2.0,0,L
