"playerID","name"
"1264","Edoardo Goldaniga"
"1376","Kalidou Koulibaly"
"1379","Allan"
"1387","Faouzi Ghoulam"
"1389","Jorginho"
"1232","Angelo Palombo"
"1497","Ervin Zukanovic"
"1936","Niklas Moisander"
"1906","Matteo Fedele"
"1973","Lorenzo Lollo"
"1949","Fredy Guarín"
"1522","Andrea Ranocchia"
"1506","Yuto Nagatomo"
"1171","Simone Pepe"
"1204","Patric"
"1883","Ravel Morrison"
"1096","Armando Izzo"
"1099","Tomás Rincón"
"1581","Serge Gakpe"
"1104","Leonardo Pavoletti"
"1456","Federico Viviani"
"1504","Alberto Grassi"
"1985","Marcelo Estigarribia"
"3862","Luigi Giorgi"
"1860","Leonardo Blanchard"
"1359","Aleksandar Tonev"
"1868","Daniel Ciofani"
"1309","Manuel Pasqual"
"1423","Matías Vecino"
"1434","Khouma Babacar"
"1966","Jakub Blaszczykowski"
"1539","Diego Perotti"
"1444","Blerim Dzemaili"
"1602","Daniel Pavlovic"
"1872","Raman Chibsah"
"1866","Paolo Sammarco"
"1822","Antonio Rüdiger"
"1255","Francesco Totti"
"1289","Alex Sandro"
"1300","Claudio Marchisio"
"1911","Giampiero Pinzi"
"1331","Dario Dainelli"
"1604","Artur Ionita"
"1197","Cesare Bovo"
"1597","Cristian Molinaro"
"1190","Joel Obi"
"1186","Andrea Belotti"
"1801","Pontus Jansson"
"1552","Alberto Gilardino"
"1960","Uros Djurdjevic"
"1835","Enzo Maresca"
"2056","Francesco Benussi"
"1895","Cristian Zaccardo"
"1900","Raffaele Bianco"
"1907","Jerry Mbakogu"
"1405","Marco Borriello"
"1446","Sergio Floccari"
"1983","Gianpaolo Bellini"
"1118","Gabriel Paletta"
"1484","Rafael Toloi"
"1928","Gaetano Monachello"
"1499","Cristian Raimondi"
"1935","Marko Livaja"
"1306","Vincent Laurini"
"1248","Leandro Paredes"
"1200","Federico Marchetti"
"1880","Mauricio"
"1203","Wesley Hoedt"
"1879","Stefano Mauri"
